ensemblid	gene.name	chromosome	start_peak	end_peak	gene.regulation
ENSG00000265241	RBM8A	1	146005623	146005886	NA
ENSG00000280778	AC243547.3	1	145892023	145892453	NA
ENSG00000280778	AC243547.3	1	146007244	146007512	NA
ENSG00000280778	AC243547.3	1	146005623	146005886	NA
ENSG00000271601	LIX1L	1	145892023	145892453	NA
ENSG00000271601	LIX1L	1	146007244	146007512	NA
ENSG00000271601	LIX1L	1	146005623	146005886	NA
ENSG00000271601	LIX1L	1	146050108	146050308	NA
ENSG00000272031	ANKRD34A	1	145892023	145892453	NA
ENSG00000272031	ANKRD34A	1	146007244	146007512	NA
ENSG00000272031	ANKRD34A	1	146005623	146005886	NA
ENSG00000272031	ANKRD34A	1	146050108	146050308	NA
ENSG00000121851	POLR3GL	1	145892023	145892453	NA
ENSG00000121851	POLR3GL	1	146007244	146007512	NA
ENSG00000121851	POLR3GL	1	146005623	146005886	NA
ENSG00000121851	POLR3GL	1	146050108	146050308	NA
ENSG00000265972	TXNIP	1	146007244	146007512	NA
ENSG00000265972	TXNIP	1	146005623	146005886	NA
ENSG00000265972	TXNIP	1	146050108	146050308	NA
ENSG00000168509	HJV	1	146007244	146007512	NA
ENSG00000168509	HJV	1	146005623	146005886	NA
ENSG00000168509	HJV	1	146050108	146050308	NA
ENSG00000236334	PPIAL4G	1	148424229	148424591	NA
ENSG00000271383	NBPF19	1	149428390	149428789	NA
ENSG00000143401	ANP32E	1	150281722	150281985	NA
ENSG00000118298	CA14	1	150281722	150281985	NA
ENSG00000117362	APH1A	1	150281722	150281985	NA
ENSG00000118292	C1orf54	1	150281722	150281985	NA
ENSG00000266472	MRPS21	1	150281722	150281985	NA
ENSG00000117360	PRPF3	1	150281722	150281985	NA
ENSG00000163125	RPRD2	1	150281722	150281985	NA
ENSG00000143374	TARS2	1	150568064	150568480	NA
ENSG00000143374	TARS2	1	150561294	150561630	NA
ENSG00000143369	ECM1	1	150568064	150568480	NA
ENSG00000143369	ECM1	1	150561294	150561630	NA
ENSG00000143382	ADAMTSL4	1	150568064	150568480	NA
ENSG00000143382	ADAMTSL4	1	150561294	150561630	NA
ENSG00000143382	ADAMTSL4	1	150613417	150613884	NA
ENSG00000143382	ADAMTSL4	1	150611568	150611904	NA
ENSG00000143384	MCL1	1	150568064	150568480	NA
ENSG00000143384	MCL1	1	150561294	150561630	NA
ENSG00000143384	MCL1	1	150613417	150613884	NA
ENSG00000143384	MCL1	1	150611568	150611904	NA
ENSG00000143420	ENSA	1	150568064	150568480	NA
ENSG00000143420	ENSA	1	150561294	150561630	NA
ENSG00000143420	ENSA	1	150613417	150613884	NA
ENSG00000143420	ENSA	1	150611568	150611904	NA
ENSG00000143457	GOLPH3L	1	150613417	150613884	NA
ENSG00000143457	GOLPH3L	1	150611568	150611904	NA
ENSG00000143434	SEMA6C	1	151235508	151235756	NA
ENSG00000163154	TNFAIP8L2	1	151235508	151235756	NA
ENSG00000163156	SCNM1	1	151235508	151235756	NA
ENSG00000163155	LYSMD1	1	151235508	151235756	NA
ENSG00000163157	TMOD4	1	151235508	151235756	NA
ENSG00000163159	VPS72	1	151235508	151235756	NA
ENSG00000143398	PIP5K1A	1	151235508	151235756	NA
ENSG00000159352	PSMD4	1	151235508	151235756	NA
ENSG00000143373	ZNF687	1	151235508	151235756	NA
ENSG00000143393	PI4KB	1	151235508	151235756	NA
ENSG00000143367	TUFT1	1	151611368	151611641	NA
ENSG00000178796	RIIAD1	1	151611368	151611641	NA
ENSG00000159445	THEM4	1	151973078	151973314	NA
ENSG00000159445	THEM4	1	151992433	151992722	NA
ENSG00000159445	THEM4	1	151988508	151988874	NA
ENSG00000197747	S100A10	1	151973078	151973314	NA
ENSG00000197747	S100A10	1	151988508	151988874	NA
ENSG00000163191	S100A11	1	151973078	151973314	NA
ENSG00000163191	S100A11	1	151992433	151992722	NA
ENSG00000163191	S100A11	1	151988508	151988874	NA
ENSG00000182898	TCHHL1	1	151992433	151992722	NA
ENSG00000182898	TCHHL1	1	152168506	152168810	NA
ENSG00000182898	TCHHL1	1	152162913	152163141	NA
ENSG00000159450	TCHH	1	152168506	152168810	NA
ENSG00000159450	TCHH	1	152162913	152163141	NA
ENSG00000215853	RPTN	1	152168506	152168810	NA
ENSG00000215853	RPTN	1	152162913	152163141	NA
ENSG00000197915	HRNR	1	152168506	152168810	NA
ENSG00000197915	HRNR	1	152162913	152163141	NA
ENSG00000197956	S100A6	1	153566613	153566850	NA
ENSG00000196420	S100A5	1	153566613	153566850	NA
ENSG00000196154	S100A4	1	153566613	153566850	NA
ENSG00000188015	S100A3	1	153566613	153566850	NA
ENSG00000188643	S100A16	1	153566613	153566850	NA
ENSG00000189334	S100A14	1	153566613	153566850	NA
ENSG00000189171	S100A13	1	153566613	153566850	NA
ENSG00000160678	S100A1	1	153566613	153566850	NA
ENSG00000160679	CHTOP	1	153566613	153566850	NA
ENSG00000143553	SNAPIN	1	153566613	153566850	NA
ENSG00000143614	GATAD2B	1	154006236	154006502	NA
ENSG00000143614	GATAD2B	1	154006236	154006502	NA
ENSG00000198837	DENND4B	1	154006236	154006502	NA
ENSG00000160741	CRTC2	1	154006236	154006502	NA
ENSG00000143570	SLC39A1	1	154006236	154006502	NA
ENSG00000143578	CREB3L4	1	154006236	154006502	NA
ENSG00000143543	JTB	1	154006236	154006502	NA
ENSG00000143545	RAB13	1	154006236	154006502	NA
ENSG00000177954	RPS27	1	154006236	154006502	NA
ENSG00000143595	AQP10	1	154418201	154418672	NA
ENSG00000143515	ATP8B2	1	154418201	154418672	NA
ENSG00000160712	IL6R	1	154418201	154418672	NA
ENSG00000169291	SHE	1	154418201	154418672	NA
ENSG00000163239	TDRD10	1	154418201	154418672	NA
ENSG00000143603	KCNN3	1	154877457	154877758	NA
ENSG00000163344	PMVK	1	154877457	154877758	NA
ENSG00000163344	PMVK	1	154971322	154971626	NA
ENSG00000163344	PMVK	1	155003816	155004206	NA
ENSG00000163344	PMVK	1	155017235	155017678	NA
ENSG00000163346	PBXIP1	1	154877457	154877758	NA
ENSG00000163346	PBXIP1	1	154971322	154971626	NA
ENSG00000163346	PBXIP1	1	155003816	155004206	NA
ENSG00000163346	PBXIP1	1	155017235	155017678	NA
ENSG00000163346	PBXIP1	1	155038601	155039113	NA
ENSG00000163348	PYGO2	1	154877457	154877758	NA
ENSG00000163348	PYGO2	1	154971322	154971626	NA
ENSG00000163348	PYGO2	1	155003816	155004206	NA
ENSG00000163348	PYGO2	1	155017235	155017678	NA
ENSG00000163348	PYGO2	1	155038601	155039113	NA
ENSG00000160691	SHC1	1	154877457	154877758	NA
ENSG00000160691	SHC1	1	154971322	154971626	NA
ENSG00000160691	SHC1	1	155003816	155004206	NA
ENSG00000160691	SHC1	1	155017235	155017678	NA
ENSG00000160691	SHC1	1	155038601	155039113	NA
ENSG00000173207	CKS1B	1	154877457	154877758	NA
ENSG00000173207	CKS1B	1	154971322	154971626	NA
ENSG00000173207	CKS1B	1	155003816	155004206	NA
ENSG00000173207	CKS1B	1	155017235	155017678	NA
ENSG00000173207	CKS1B	1	155038601	155039113	NA
ENSG00000160688	FLAD1	1	154971322	154971626	NA
ENSG00000160688	FLAD1	1	155003816	155004206	NA
ENSG00000160688	FLAD1	1	155017235	155017678	NA
ENSG00000160688	FLAD1	1	155038601	155039113	NA
ENSG00000163352	LENEP	1	154971322	154971626	NA
ENSG00000163352	LENEP	1	155003816	155004206	NA
ENSG00000163352	LENEP	1	155017235	155017678	NA
ENSG00000163352	LENEP	1	155038601	155039113	NA
ENSG00000160685	ZBTB7B	1	154971322	154971626	NA
ENSG00000160685	ZBTB7B	1	155017235	155017678	NA
ENSG00000160685	ZBTB7B	1	155038601	155039113	NA
ENSG00000163354	DCST2	1	154971322	154971626	NA
ENSG00000163354	DCST2	1	155003816	155004206	NA
ENSG00000163354	DCST2	1	155017235	155017678	NA
ENSG00000163354	DCST2	1	155038601	155039113	NA
ENSG00000163357	DCST1	1	154971322	154971626	NA
ENSG00000163357	DCST1	1	155003816	155004206	NA
ENSG00000163357	DCST1	1	155017235	155017678	NA
ENSG00000163357	DCST1	1	155038601	155039113	NA
ENSG00000143537	ADAM15	1	154971322	154971626	NA
ENSG00000143537	ADAM15	1	155003816	155004206	NA
ENSG00000143537	ADAM15	1	155017235	155017678	NA
ENSG00000143537	ADAM15	1	155038601	155039113	NA
ENSG00000243364	EFNA4	1	154971322	154971626	NA
ENSG00000243364	EFNA4	1	155003816	155004206	NA
ENSG00000243364	EFNA4	1	155017235	155017678	NA
ENSG00000243364	EFNA4	1	155038601	155039113	NA
ENSG00000251246	AL691442.1	1	154971322	154971626	NA
ENSG00000251246	AL691442.1	1	155003816	155004206	NA
ENSG00000251246	AL691442.1	1	155017235	155017678	NA
ENSG00000251246	AL691442.1	1	155038601	155039113	NA
ENSG00000143590	EFNA3	1	155003816	155004206	NA
ENSG00000143590	EFNA3	1	155017235	155017678	NA
ENSG00000143590	EFNA3	1	155038601	155039113	NA
ENSG00000169242	EFNA1	1	155038601	155039113	NA
ENSG00000169241	SLC50A1	1	155038601	155039113	NA
ENSG00000163468	CCT3	1	156464074	156464240	NA
ENSG00000132677	RHBG	1	156464074	156464240	NA
ENSG00000116604	MEF2D	1	156464074	156464240	NA
ENSG00000183856	IQGAP3	1	156616449	156616825	NA
ENSG00000187862	TTC24	1	156616449	156616825	NA
ENSG00000163382	NAXE	1	156616449	156616825	NA
ENSG00000160818	GPATCH4	1	156616449	156616825	NA
ENSG00000132702	HAPLN2	1	156616449	156616825	NA
ENSG00000132692	BCAN	1	156616449	156616825	NA
ENSG00000132688	NES	1	156616449	156616825	NA
ENSG00000143320	CRABP2	1	156616449	156616825	NA
ENSG00000213088	ACKR1	1	159282187	159282434	NA
ENSG00000213088	ACKR1	1	159294399	159294634	NA
ENSG00000179639	FCER1A	1	159282187	159282434	NA
ENSG00000179639	FCER1A	1	159294399	159294634	NA
ENSG00000184155	OR10J5	1	159581553	159581775	NA
ENSG00000184155	OR10J5	1	159598219	159598577	NA
ENSG00000132703	APCS	1	159581553	159581775	NA
ENSG00000132703	APCS	1	159598219	159598577	NA
ENSG00000132693	CRP	1	159752131	159752449	NA
ENSG00000158716	DUSP23	1	159752131	159752449	NA
ENSG00000181036	FCRL6	1	159752131	159752449	NA
ENSG00000158714	SLAMF8	1	159752131	159752449	NA
ENSG00000143315	PIGM	1	160124664	160125100	NA
ENSG00000177807	KCNJ10	1	160124664	160125100	NA
ENSG00000177807	KCNJ10	1	160132038	160132363	NA
ENSG00000162728	KCNJ9	1	160124664	160125100	NA
ENSG00000162728	KCNJ9	1	160132038	160132363	NA
ENSG00000162729	IGSF8	1	160124664	160125100	NA
ENSG00000162729	IGSF8	1	160132038	160132363	NA
ENSG00000018625	ATP1A2	1	160124664	160125100	NA
ENSG00000018625	ATP1A2	1	160132038	160132363	NA
ENSG00000132681	ATP1A4	1	160124664	160125100	NA
ENSG00000132681	ATP1A4	1	160132038	160132363	NA
ENSG00000143318	CASQ1	1	160124664	160125100	NA
ENSG00000143318	CASQ1	1	160132038	160132363	NA
ENSG00000162734	PEA15	1	160124664	160125100	NA
ENSG00000162734	PEA15	1	160132038	160132363	NA
ENSG00000132185	FCRLA	1	161766000	161766297	NA
ENSG00000162746	FCRLB	1	161766000	161766297	NA
ENSG00000081721	DUSP12	1	161766000	161766297	NA
ENSG00000254706	AL512785.2	1	162388578	162388878	NA
ENSG00000239887	C1orf226	1	162388578	162388878	NA
ENSG00000171722	SPATA46	1	162388578	162388878	NA
ENSG00000198574	SH2D1B	1	162388578	162388878	NA
ENSG00000143183	TMCO1	1	165857093	165857480	NA
ENSG00000143179	UCK2	1	165857093	165857480	NA
ENSG00000143167	GPA33	1	167136278	167136616	NA
ENSG00000143190	POU2F1	1	167136278	167136616	NA
ENSG00000197965	MPZL1	1	167797037	167797327	NA
ENSG00000143199	ADCY10	1	167926684	167926885	NA
ENSG00000143158	MPC2	1	167926684	167926885	NA
ENSG00000143164	DCAF6	1	167926684	167926885	NA
ENSG00000213064	SFT2D2	1	168301774	168301995	NA
ENSG00000143178	TBX19	1	168301774	168301995	NA
ENSG00000143185	XCL2	1	168491896	168492176	NA
ENSG00000143185	XCL2	1	168636691	168637027	NA
ENSG00000143184	XCL1	1	168491896	168492176	NA
ENSG00000143184	XCL1	1	168636691	168637027	NA
ENSG00000143196	DPT	1	168636691	168637027	NA
ENSG00000143196	DPT	1	168709192	168709358	NA
ENSG00000117477	CCDC181	1	169485706	169486299	NA
ENSG00000135845	PIGC	1	172356656	172356969	NA
ENSG00000135845	PIGC	1	172466649	172466846	NA
ENSG00000180999	C1orf105	1	172356656	172356969	NA
ENSG00000180999	C1orf105	1	172466649	172466846	NA
ENSG00000094975	SUCO	1	172466649	172466846	NA
ENSG00000117560	FASLG	1	172746110	172746899	NA
ENSG00000120337	TNFSF18	1	172976041	172976806	NA
ENSG00000117592	PRDX6	1	173527146	173527455	NA
ENSG00000162753	SLC9C2	1	173527146	173527455	NA
ENSG00000120341	SEC16B	1	177969724	177969941	NA
ENSG00000120341	SEC16B	1	177969148	177969350	NA
ENSG00000143322	ABL2	1	179310855	179311078	NA
ENSG00000057252	SOAT1	1	179310855	179311078	NA
ENSG00000162779	AXDND1	1	179310855	179311078	NA
ENSG00000230124	ACBD6	1	180528810	180529125	NA
ENSG00000230124	ACBD6	1	180560804	180561065	NA
ENSG00000230124	ACBD6	1	180599511	180599810	NA
ENSG00000230124	ACBD6	1	180593412	180593732	NA
ENSG00000143324	XPR1	1	180560804	180561065	NA
ENSG00000143324	XPR1	1	180599511	180599810	NA
ENSG00000143324	XPR1	1	180593412	180593732	NA
ENSG00000135835	KIAA1614	1	180827261	180827496	NA
ENSG00000135823	STX6	1	181112532	181112774	NA
ENSG00000153029	MR1	1	181112532	181112774	NA
ENSG00000162783	IER5	1	181112532	181112774	NA
ENSG00000135862	LAMC1	1	183060432	183060789	NA
ENSG00000135862	LAMC1	1	183085205	183085487	NA
ENSG00000162704	ARPC5	1	183699650	183699985	NA
ENSG00000143344	RGL1	1	183699650	183699985	NA
ENSG00000173627	APOBEC4	1	183699650	183699985	NA
ENSG00000116667	C1orf21	1	184362913	184363139	NA
ENSG00000116406	EDEM3	1	184792604	184792847	NA
ENSG00000047410	TPR	1	186296002	186296225	NA
ENSG00000157181	ODR4	1	186296002	186296225	NA
ENSG00000116703	PDC	1	186492550	186492945	NA
ENSG00000073756	PTGS2	1	186715895	186716257	NA
ENSG00000116711	PLA2G4A	1	186849200	186849621	NA
ENSG00000116711	PLA2G4A	1	186848564	186848851	NA
ENSG00000090104	RGS1	1	192496318	192496775	NA
ENSG00000090104	RGS1	1	192531049	192531442	NA
ENSG00000116741	RGS2	1	192861784	192862231	NA
ENSG00000116741	RGS2	1	192904472	192904967	NA
ENSG00000116741	RGS2	1	192907649	192908083	NA
ENSG00000116741	RGS2	1	192905042	192905343	NA
ENSG00000134376	CRB1	1	197321250	197321472	NA
ENSG00000203724	C1orf53	1	197995135	197995647	NA
ENSG00000143355	LHX9	1	197995135	197995647	NA
ENSG00000116833	NR5A2	1	199976523	199976809	NA
ENSG00000162702	ZNF281	1	200372036	200372445	NA
ENSG00000162702	ZNF281	1	200365906	200366317	NA
ENSG00000162702	ZNF281	1	200379368	200379765	NA
ENSG00000162702	ZNF281	1	200405061	200405718	NA
ENSG00000162702	ZNF281	1	200415775	200416402	NA
ENSG00000170128	GPR25	1	200896483	200896742	NA
ENSG00000163362	INAVA	1	200896483	200896742	NA
ENSG00000081277	PKP1	1	201299998	201300298	NA
ENSG00000081277	PKP1	1	201358636	201358888	NA
ENSG00000118194	TNNT2	1	201299998	201300298	NA
ENSG00000118194	TNNT2	1	201358636	201358888	NA
ENSG00000159166	LAD1	1	201299998	201300298	NA
ENSG00000159166	LAD1	1	201358636	201358888	NA
ENSG00000159173	TNNI1	1	201358636	201358888	NA
ENSG00000159176	CSRP1	1	201593401	201593814	NA
ENSG00000159176	CSRP1	1	201597897	201598293	NA
ENSG00000134369	NAV1	1	201593401	201593814	NA
ENSG00000134369	NAV1	1	201597897	201598293	NA
ENSG00000198700	IPO9	1	201917631	201917923	NA
ENSG00000198892	SHISA4	1	201917631	201917923	NA
ENSG00000163431	LMOD1	1	201917631	201917923	NA
ENSG00000163431	LMOD1	1	202034952	202035396	NA
ENSG00000134375	TIMM17A	1	201917631	201917923	NA
ENSG00000134375	TIMM17A	1	202034952	202035396	NA
ENSG00000176393	RNPEP	1	201917631	201917923	NA
ENSG00000176393	RNPEP	1	202034952	202035396	NA
ENSG00000176393	RNPEP	1	202058218	202058547	NA
ENSG00000163435	ELF3	1	201917631	201917923	NA
ENSG00000163435	ELF3	1	202034952	202035396	NA
ENSG00000163435	ELF3	1	202058218	202058547	NA
ENSG00000170075	GPR37L1	1	202034952	202035396	NA
ENSG00000170075	GPR37L1	1	202058218	202058547	NA
ENSG00000143862	ARL8A	1	202058218	202058547	NA
ENSG00000133067	LGR6	1	202284039	202284258	NA
ENSG00000077152	UBE2T	1	202284039	202284258	NA
ENSG00000077157	PPP1R12B	1	202284039	202284258	NA
ENSG00000188783	PRELP	1	203536959	203537278	NA
ENSG00000188783	PRELP	1	203538033	203538291	NA
ENSG00000188783	PRELP	1	203558359	203558706	NA
ENSG00000188770	OPTC	1	203536959	203537278	NA
ENSG00000188770	OPTC	1	203538033	203538291	NA
ENSG00000188770	OPTC	1	203558359	203558706	NA
ENSG00000058668	ATP2B4	1	203536959	203537278	NA
ENSG00000058668	ATP2B4	1	203538033	203538291	NA
ENSG00000058668	ATP2B4	1	203558359	203558706	NA
ENSG00000143842	SOX13	1	204150146	204150514	NA
ENSG00000143839	REN	1	204150146	204150514	NA
ENSG00000170498	KISS1	1	204150146	204150514	NA
ENSG00000174567	GOLT1A	1	204150146	204150514	NA
ENSG00000143850	PLEKHA6	1	204319472	204319849	NA
ENSG00000143850	PLEKHA6	1	204417153	204417413	NA
ENSG00000158615	PPP1R15B	1	204319472	204319849	NA
ENSG00000158615	PPP1R15B	1	204417153	204417413	NA
ENSG00000133056	PIK3C2B	1	204417153	204417413	NA
ENSG00000198625	MDM4	1	204417153	204417413	NA
ENSG00000133059	DSTYK	1	205298489	205298844	NA
ENSG00000133059	DSTYK	1	205301125	205301705	NA
ENSG00000133059	DSTYK	1	205302150	205302381	NA
ENSG00000133069	TMCC2	1	205298489	205298844	NA
ENSG00000133069	TMCC2	1	205301125	205301705	NA
ENSG00000133069	TMCC2	1	205302150	205302381	NA
ENSG00000163545	NUAK2	1	205298489	205298844	NA
ENSG00000163545	NUAK2	1	205301125	205301705	NA
ENSG00000163545	NUAK2	1	205302150	205302381	NA
ENSG00000162873	KLHDC8A	1	205298489	205298844	NA
ENSG00000162873	KLHDC8A	1	205301125	205301705	NA
ENSG00000162873	KLHDC8A	1	205302150	205302381	NA
ENSG00000174514	MFSD4A	1	205616715	205616964	NA
ENSG00000158711	ELK4	1	205616715	205616964	NA
ENSG00000158715	SLC45A3	1	205616715	205616964	NA
ENSG00000162877	PM20D1	1	205939659	205940012	NA
ENSG00000174502	SLC26A9	1	205939659	205940012	NA
ENSG00000174502	SLC26A9	1	205976211	205976487	NA
ENSG00000276600	RAB7B	1	205939659	205940012	NA
ENSG00000276600	RAB7B	1	205976211	205976487	NA
ENSG00000196188	CTSE	1	205939659	205940012	NA
ENSG00000196188	CTSE	1	205976211	205976487	NA
ENSG00000263961	RHEX	1	205976211	205976487	NA
ENSG00000143486	EIF2D	1	206699731	206700039	NA
ENSG00000143486	EIF2D	1	206708926	206709295	NA
ENSG00000143486	EIF2D	1	206704757	206704991	NA
ENSG00000143479	DYRK3	1	206699731	206700039	NA
ENSG00000143479	DYRK3	1	206708926	206709295	NA
ENSG00000143479	DYRK3	1	206704757	206704991	NA
ENSG00000143479	DYRK3	1	206723906	206724148	NA
ENSG00000162889	MAPKAPK2	1	206699731	206700039	NA
ENSG00000162889	MAPKAPK2	1	206708926	206709295	NA
ENSG00000162889	MAPKAPK2	1	206704757	206704991	NA
ENSG00000162889	MAPKAPK2	1	206723906	206724148	NA
ENSG00000162889	MAPKAPK2	1	206748686	206748995	NA
ENSG00000136634	IL10	1	206699731	206700039	NA
ENSG00000136634	IL10	1	206708926	206709295	NA
ENSG00000136634	IL10	1	206704757	206704991	NA
ENSG00000136634	IL10	1	206723906	206724148	NA
ENSG00000136634	IL10	1	206748686	206748995	NA
ENSG00000136634	IL10	1	206842903	206843264	NA
ENSG00000142224	IL19	1	206699731	206700039	NA
ENSG00000142224	IL19	1	206708926	206709295	NA
ENSG00000142224	IL19	1	206704757	206704991	NA
ENSG00000142224	IL19	1	206723906	206724148	NA
ENSG00000142224	IL19	1	206748686	206748995	NA
ENSG00000142224	IL19	1	206842903	206843264	NA
ENSG00000162891	IL20	1	206842903	206843264	NA
ENSG00000162891	IL20	1	206892619	206892968	NA
ENSG00000162892	IL24	1	206842903	206843264	NA
ENSG00000162892	IL24	1	206892619	206892968	NA
ENSG00000162894	FCMR	1	206842903	206843264	NA
ENSG00000162894	FCMR	1	206892619	206892968	NA
ENSG00000162894	FCMR	1	207004798	207005177	NA
ENSG00000162894	FCMR	1	207007477	207007667	NA
ENSG00000162896	PIGR	1	206892619	206892968	NA
ENSG00000162896	PIGR	1	207004798	207005177	NA
ENSG00000162896	PIGR	1	207007477	207007667	NA
ENSG00000162896	PIGR	1	207025556	207025865	NA
ENSG00000162897	FCAMR	1	206892619	206892968	NA
ENSG00000162897	FCAMR	1	207004798	207005177	NA
ENSG00000162897	FCAMR	1	207007477	207007667	NA
ENSG00000162897	FCAMR	1	207025556	207025865	NA
ENSG00000123843	C4BPB	1	207004798	207005177	NA
ENSG00000123843	C4BPB	1	207007477	207007667	NA
ENSG00000123843	C4BPB	1	207025556	207025865	NA
ENSG00000182795	C1orf116	1	207004798	207005177	NA
ENSG00000182795	C1orf116	1	207007477	207007667	NA
ENSG00000182795	C1orf116	1	207025556	207025865	NA
ENSG00000123836	PFKFB2	1	207004798	207005177	NA
ENSG00000123836	PFKFB2	1	207007477	207007667	NA
ENSG00000123836	PFKFB2	1	207025556	207025865	NA
ENSG00000180667	YOD1	1	207004798	207005177	NA
ENSG00000180667	YOD1	1	207007477	207007667	NA
ENSG00000180667	YOD1	1	207025556	207025865	NA
ENSG00000123838	C4BPA	1	207004798	207005177	NA
ENSG00000123838	C4BPA	1	207007477	207007667	NA
ENSG00000123838	C4BPA	1	207025556	207025865	NA
ENSG00000196352	CD55	1	207309737	207310111	NA
ENSG00000076356	PLXNA2	1	208177885	208178498	NA
ENSG00000076356	PLXNA2	1	208184264	208184634	NA
ENSG00000008118	CAMK1G	1	209530851	209531385	NA
ENSG00000196878	LAMB3	1	209688706	209688964	NA
ENSG00000123689	G0S2	1	209688706	209688964	NA
ENSG00000117594	HSD11B1	1	209688706	209688964	NA
ENSG00000009790	TRAF3IP3	1	209688706	209688964	NA
ENSG00000162757	C1orf74	1	209688706	209688964	NA
ENSG00000162757	C1orf74	1	209873544	209873797	NA
ENSG00000117595	IRF6	1	209873544	209873797	NA
ENSG00000117597	UTP25	1	209873544	209873797	NA
ENSG00000143469	SYT14	1	209873544	209873797	NA
ENSG00000143473	KCNH1	1	211198141	211198592	NA
ENSG00000143473	KCNH1	1	211198141	211198592	NA
ENSG00000234004	AC092017.2	1	211198141	211198592	NA
ENSG00000117625	RCOR3	1	211198141	211198592	NA
ENSG00000185523	SPATA45	1	212915555	212915882	NA
ENSG00000162769	FLVCR1	1	212915555	212915882	NA
ENSG00000143494	VASH2	1	212915555	212915882	NA
ENSG00000174606	ANGEL2	1	212915555	212915882	NA
ENSG00000143499	SMYD2	1	214216783	214217028	NA
ENSG00000152104	PTPN14	1	214568430	214568715	NA
ENSG00000152104	PTPN14	1	214583922	214584155	NA
ENSG00000117724	CENPF	1	214568430	214568715	NA
ENSG00000117724	CENPF	1	214583922	214584155	NA
ENSG00000067533	RRP15	1	218380503	218380810	NA
ENSG00000092969	TGFB2	1	218380503	218380810	NA
ENSG00000143353	LYPLAL1	1	219161408	219161646	NA
ENSG00000215817	ZC3H11B	1	219521373	219521681	NA
ENSG00000215817	ZC3H11B	1	219555872	219556167	NA
ENSG00000215817	ZC3H11B	1	219659741	219659969	NA
ENSG00000136630	HLX	1	220962152	220962462	NA
ENSG00000143507	DUSP10	1	221839809	221840234	NA
ENSG00000186063	AIDA	1	222777451	222777861	NA
ENSG00000162819	BROX	1	222777451	222777861	NA
ENSG00000197520	FAM177B	1	222777451	222777861	NA
ENSG00000154309	DISP1	1	222777451	222777861	NA
ENSG00000187554	TLR5	1	223109715	223110145	NA
ENSG00000203697	CAPN8	1	223654136	223654551	NA
ENSG00000203697	CAPN8	1	223655303	223655557	NA
ENSG00000203697	CAPN8	1	223700434	223701057	NA
ENSG00000203697	CAPN8	1	223737638	223737882	NA
ENSG00000162909	CAPN2	1	223654136	223654551	NA
ENSG00000162909	CAPN2	1	223655303	223655557	NA
ENSG00000162909	CAPN2	1	223737638	223737882	NA
ENSG00000143514	TP53BP2	1	223832066	223832316	NA
ENSG00000143514	TP53BP2	1	223840281	223840504	NA
ENSG00000143815	LBR	1	225454212	225454452	NA
ENSG00000154380	ENAH	1	225655619	225656055	NA
ENSG00000154380	ENAH	1	225700228	225700670	NA
ENSG00000154380	ENAH	1	225736343	225736746	NA
ENSG00000154380	ENAH	1	225735644	225736019	NA
ENSG00000143742	SRP9	1	225700228	225700670	NA
ENSG00000143742	SRP9	1	225736343	225736746	NA
ENSG00000143742	SRP9	1	225735644	225736019	NA
ENSG00000143819	EPHX1	1	225736343	225736746	NA
ENSG00000143819	EPHX1	1	225735644	225736019	NA
ENSG00000143772	ITPKB	1	226815186	226815444	NA
ENSG00000143801	PSEN2	1	226815186	226815444	NA
ENSG00000163050	COQ8A	1	226815186	226815444	NA
ENSG00000143776	CDC42BPA	1	227282797	227283212	NA
ENSG00000143776	CDC42BPA	1	227357292	227357689	NA
ENSG00000143776	CDC42BPA	1	227344068	227344638	NA
ENSG00000168118	RAB4A	1	229208679	229209104	NA
ENSG00000168118	RAB4A	1	229221162	229221878	NA
